time (s),Ground velocity (m/s),temp (C),humidity (%),pressure (hPa),conductivity (mSeimens/cm),Notes
83.56,-0.159091,22.75,62.28,1016.94,0.032,
83.61,-0.040909,22.75,62.28,1016.94,0.032,
83.661,-0.095455,22.75,62.29,1016.94,0.032,
83.713,-0.168182,22.75,62.29,1016.94,0.032,
83.764,-0.154545,22.75,62.27,1016.95,0.032,
83.814,-0.227273,22.75,62.27,1016.95,0.032,
83.865,-0.090909,22.75,62.25,1016.92,0.032,
83.916,-0.395455,22.75,62.25,1016.92,0.032,
83.979,0.1363636,22.75,62.26,1016.92,0.032,
84.022,-0.427273,22.75,62.26,1016.92,0.032,
84.069,-0.163636,22.75,62.19,1016.94,0.032,
84.12,-0.068182,22.75,62.19,1016.94,0.032,
84.171,-0.068182,22.75,62.26,1016.91,0.032,
84.221,0.1318182,22.75,62.26,1016.91,0.032,
84.273,-0.127273,22.75,62.32,1016.92,0.032,
84.324,0.0772727,22.75,62.32,1016.92,0.032,
84.376,-0.186364,22.75,62.29,1016.89,0.032,
84.426,-0.036364,22.75,62.29,1016.89,0.032,
84.476,0.15,22.75,62.3,1016.91,0.032,
84.533,0.0363636,22.75,62.3,1016.91,0.032,
84.579,0.1318182,22.75,62.27,1016.92,0.032,
84.63,-0.15,22.75,62.29,1016.91,0.032,
84.68,0.0818182,22.75,62.29,1016.91,0.032,
84.731,-0.027273,22.75,62.22,1016.93,0.032,
84.783,-0.327273,22.75,62.22,1016.93,0.032,
84.834,-0.195455,22.75,62.2,1016.9,0.032,
84.884,-0.190909,22.75,62.2,1016.9,0.032,
84.935,-0.086364,22.75,62.14,1016.92,0.032,
84.986,-0.072727,22.75,62.14,1016.92,0.032,
85.038,0.1727273,22.75,62.21,1016.92,0.032,
85.092,0.1727273,22.75,62.21,1016.92,0.032,
85.139,0.2681818,22.75,62.36,1016.93,0.032,
85.191,0.3727273,22.75,62.36,1016.93,0.029,
85.241,0.2772727,22.75,62.25,1016.92,0.029,
85.293,0.2409091,22.75,62.25,1016.92,0.029,
85.344,0.0045455,22.75,62.29,1016.93,0.029,
85.394,0.1454545,22.75,62.29,1016.93,0.029,
85.445,-0.068182,22.75,62.28,1016.93,0.029,
85.496,-0.140909,22.75,62.28,1016.93,0.029,
85.547,-0.009091,22.75,62.19,1016.93,0.029,
85.613,0.1636363,22.75,62.19,1016.94,0.029,
85.65,0.0045455,22.75,62.34,1016.94,0.029,
85.7,-0.009091,22.75,62.23,1016.93,0.029,
85.75,-0.013636,22.75,62.23,1016.93,0.029,
85.801,-0.095455,22.75,62.27,1016.93,0.029,
85.853,-0.331818,22.75,62.27,1016.93,0.029,
85.904,-0.336364,22.75,62.27,1016.9,0.029,
85.954,-0.354545,22.75,62.27,1016.9,0.029,
86.006,-0.436364,22.75,62.2,1016.92,0.029,
86.056,-0.163636,22.75,62.2,1016.92,0.029,
86.111,-0.095455,22.75,62.25,1016.9,0.029,
86.159,0.0318182,22.75,62.25,1016.9,0.029,
86.209,0.0727273,22.75,62.32,1016.92,0.029,
86.26,0.1727273,22.75,62.32,1016.92,0.029,
86.311,0.1954545,22.75,62.16,1016.91,0.029,
86.363,0.25,22.75,62.16,1016.91,0.029,
86.413,0.0909091,22.75,62.16,1016.9,0.029,
86.464,0.3227273,22.75,62.16,1016.9,0.029,
86.515,0.1590909,22.75,62.26,1016.92,0.029,
86.566,0.0454545,22.75,62.26,1016.92,0.029,
86.618,-0.190909,22.75,62.2,1016.92,0.029,
86.673,-0.240909,22.75,62.2,1016.92,0.029,
86.719,-0.118182,22.75,62.21,1016.91,0.029,
86.77,-0.195455,22.75,62.24,1016.92,0.029,
86.822,0.0272727,22.75,62.24,1016.92,0.029,
86.873,0.1181818,22.75,62.22,1016.91,0.029,
86.923,0.3681818,22.75,62.22,1016.91,0.029,
86.974,0.3863636,22.75,62.19,1016.92,0.029,
87.025,0.2136364,22.75,62.19,1016.92,0.029,
87.075,0.2045454,22.76,62.15,1016.92,0.029,
87.127,-0.131818,22.76,62.15,1016.92,0.029,
87.181,-0.077273,22.75,62.25,1016.93,0.029,
87.229,-0.336364,22.75,62.25,1016.93,0.029,
87.279,-0.15,22.76,62.06,1016.93,0.029,
87.33,0.1590909,22.76,62.06,1016.93,0.029,
87.382,0.0409091,22.75,62.25,1016.9,0.029,
87.433,0.2772727,22.75,62.25,1016.9,0.029,
87.484,0.4,22.76,62.21,1016.93,0.029,
87.534,0.3318182,22.76,62.21,1016.93,0.029,
87.585,0.2545454,22.76,62.27,1016.93,0.029,
87.638,-0.113636,22.76,62.27,1016.93,0.029,
87.687,-0.277273,22.75,62.18,1016.91,0.029,
87.743,-0.027273,22.75,62.18,1016.91,0.029,
87.789,-0.295455,22.75,62.25,1016.92,0.029,
87.84,0.0545455,22.75,62.25,1016.92,0.029,
87.891,-0.236364,22.75,62.16,1016.92,0.029,
87.942,-0.018182,22.75,62.27,1016.93,0.029,
87.993,0.0545455,22.75,62.27,1016.93,0.029,
88.044,0.2681818,22.75,62.18,1016.91,0.029,
88.095,0.4954545,22.75,62.18,1016.91,0.029,
88.146,0.6909091,22.75,62.24,1016.91,0.029,
88.197,0.4318182,22.75,62.24,1016.91,0.029,
88.251,0.55,22.75,62.15,1016.91,0.029,
88.299,0.1545454,22.75,62.15,1016.91,0.029,
88.35,-0.036364,22.75,62.21,1016.9,0.029,
88.4,-0.345455,22.75,62.21,1016.9,0.029,
88.453,-0.6,22.76,62.21,1016.92,0.029,
88.503,-0.568182,22.76,62.21,1016.92,0.029,
88.554,-0.354545,22.75,62.2,1016.92,0.029,
88.604,-0.15,22.75,62.2,1016.92,0.029,
88.655,0.1545454,22.75,62.19,1016.91,0.029,
88.707,0.1590909,22.75,62.19,1016.91,0.029,
88.758,0.3045455,22.75,62.15,1016.91,0.029,
88.813,-0.2,22.75,62.15,1016.91,0.029,
88.859,0.3318182,22.76,62.19,1016.91,0.029,
88.91,0.2318182,22.76,62.19,1016.89,0.029,
88.962,0.2272727,22.75,62.22,1016.89,0.029,
89.013,0.4545455,22.76,62.17,1016.91,0.029,
89.063,0.3318182,22.76,62.17,1016.91,0.029,
89.114,0.3181818,22.75,62.24,1016.91,0.029,
89.165,-0.081818,22.75,62.24,1016.91,0.029,
89.216,-0.154545,22.76,62.21,1016.92,0.029,
89.268,-0.345455,22.76,62.21,1016.92,0.029,
89.321,-0.440909,22.76,62.22,1016.93,0.029,
89.369,-0.313636,22.76,62.22,1016.93,0.029,
89.42,-0.218182,22.76,62.21,1016.91,0.029,
89.47,0.3772727,22.76,62.21,1016.91,0.029,
89.522,0.2818182,22.76,62.19,1016.92,0.029,
89.573,0.2772727,22.76,62.19,1016.92,0.029,
89.624,0.0181818,22.76,62.11,1016.92,0.029,
89.674,-0.5,22.76,62.11,1016.92,0.029,
89.725,-0.045455,22.76,62.19,1016.92,0.029,
89.777,-0.218182,22.76,62.19,1016.92,0.029,
89.828,0.1454545,22.76,62.14,1016.91,0.029,
89.893,-0.159091,22.76,62.14,1016.91,0.029,
89.93,0.3818182,22.76,62.22,1016.92,0.029,
89.98,0.4136363,22.76,62.22,1016.9,0.029,
90.032,0.4136363,22.76,62.12,1016.9,0.029,
90.095,0.0363636,22.76,62.15,1016.91,0.029,
90.133,0.0545455,22.76,62.15,1016.91,0.029,
90.184,0.1909091,22.76,62.2,1016.9,0.029,
90.235,-0.231818,22.76,62.2,1016.9,0.029,
90.287,-0.172727,22.76,62.2,1016.9,0.029,
90.338,0.0090909,22.76,62.2,1016.9,0.029,
90.391,-0.077273,22.76,62.15,1016.9,0.029,
90.439,0.1090909,22.76,62.15,1016.9,0.029,
90.49,0.1045454,22.76,62.11,1016.91,0.029,
90.542,-0.036364,22.76,62.11,1016.91,0.029,
90.592,0.1,22.76,62.18,1016.92,0.029,
90.643,-0.054545,22.76,62.18,1016.92,0.029,
90.694,0.3,22.76,62.14,1016.91,0.029,
90.745,0.1545454,22.76,62.14,1016.91,0.029,
90.796,-0.095455,22.76,62.17,1016.91,0.029,
90.847,-0.254545,22.76,62.17,1016.91,0.029,
90.899,-0.513636,22.76,62.15,1016.9,0.029,
90.953,0.1818182,22.76,62.15,1016.9,0.029,
90.999,-0.427273,22.76,62.08,1016.89,0.029,
91.051,-0.404545,22.76,62.08,1016.91,0.029,
91.102,0.0590909,22.76,62.14,1016.91,0.029,
91.153,0.0090909,22.76,62.14,1016.91,0.029,
91.204,0.3772727,22.76,62.14,1016.91,0.029,
91.254,0.3590909,22.76,62.08,1016.92,0.029,
91.305,0.4590909,22.76,62.08,1016.92,0.029,
91.357,0.1181818,22.76,62.11,1016.92,0.029,
91.408,0.0272727,22.76,62.11,1016.92,0.029,
91.462,-0.072727,22.76,62.14,1016.92,0.029,
91.509,-0.359091,22.76,62.14,1016.92,0.029,
91.56,-0.322727,22.76,62.08,1016.92,0.029,
91.612,-0.404545,22.76,62.08,1016.92,0.029,
91.662,-0.104545,22.76,62.08,1016.93,0.029,
91.714,-0.031818,22.76,62.08,1016.93,0.029,
91.764,-0.136364,22.76,62.13,1016.93,0.029,
91.815,0.05,22.76,62.13,1016.93,0.029,
91.866,0.0545455,22.76,62.12,1016.92,0.029,
91.917,0.2136364,22.76,62.12,1016.92,0.029,
91.973,0.0454545,22.76,62.13,1016.92,0.029,
92.019,0.0727273,22.76,62.13,1016.92,0.029,
92.07,0.0181818,22.76,62.13,1016.92,0.029,
92.121,-0.181818,22.76,62.13,1016.92,0.029,
92.172,-0.290909,22.76,62.05,1016.91,0.029,
92.223,-0.418182,22.76,62.09,1016.94,0.029,
92.274,-0.518182,22.76,62.09,1016.94,0.029,
92.324,-0.513636,22.76,62.06,1016.92,0.029,
92.376,-0.168182,22.76,62.06,1016.92,0.029,
92.427,-0.259091,22.76,62.06,1016.91,0.029,
92.478,0.1636363,22.76,62.06,1016.91,0.029,
92.533,0.0727273,22.77,62.09,1016.92,0.032,
92.579,0.3681818,22.77,62.09,1016.92,0.032,
92.631,0.590909,22.77,62.09,1016.93,0.032,
92.682,0.0409091,22.77,62.09,1016.93,0.032,
92.732,0.1454545,22.77,62.1,1016.93,0.032,
92.783,-0.086364,22.77,62.1,1016.93,0.032,
92.834,-0.472727,22.77,62.04,1016.91,0.032,
92.886,0.0181818,22.77,62.04,1016.91,0.032,
92.937,-0.045455,22.76,62.08,1016.91,0.032,
92.987,0.1636363,22.76,62.08,1016.91,0.032,
93.043,0.0454545,22.76,62.07,1016.91,0.032,
93.089,0.1409091,22.76,62.07,1016.91,0.032,
93.14,0.3772727,22.76,62.12,1016.91,0.032,
93.192,0.1636363,22.76,62.12,1016.91,0.032,
93.242,0.1590909,22.76,62.08,1016.91,0.032,
93.293,-0.009091,22.76,62.13,1016.91,0.032,
93.344,-0.3,22.77,62.13,1016.91,0.032,
93.394,-0.209091,22.77,62.04,1016.92,0.032,
93.446,-0.272727,22.77,62.04,1016.92,0.032,
93.497,0.1227273,22.76,62.09,1016.91,0.032,
93.548,-0.15,22.76,62.09,1016.91,0.032,
93.602,-0.218182,22.77,62.06,1016.94,0.032,
93.649,0.0954545,22.77,62.06,1016.94,0.032,
93.701,0.5045454,22.77,62.06,1016.91,0.032,
93.752,0.4181818,22.77,62.06,1016.91,0.032,
93.803,0.2454545,22.76,62.12,1016.91,0.032,
93.853,0.0318182,22.76,62.12,1016.91,0.032,
93.904,-0.081818,22.77,62.17,1016.91,0.032,
93.956,-0.322727,22.77,62.17,1016.91,0.032,
94.006,-0.186364,22.77,62.11,1016.91,0.032,
94.057,-0.231818,22.77,62.11,1016.91,0.032,
94.124,0.2772727,22.76,62.09,1016.91,0.032,
94.161,0.1318182,22.76,62.09,1016.91,0.032,
94.211,0.3454545,22.77,62.05,1016.93,0.032,
94.261,0.4090909,22.77,62.05,1016.93,0.032,
94.312,0.2863636,22.77,62.11,1016.91,0.032,
94.363,0.3909091,22.77,62.11,1016.93,0.032,
94.414,0.2045454,22.77,62.11,1016.93,0.032,
94.466,0.1227273,22.77,62.06,1016.9,0.032,
94.516,-0.068182,22.77,62.06,1016.9,0.032,
94.567,-0.318182,22.77,62.07,1016.92,0.032,
94.618,-0.168182,22.77,62.07,1016.92,0.032,
94.672,-0.172727,22.77,62.1,1016.92,0.032,
94.72,-0.213636,22.77,62.1,1016.92,0.032,
94.771,-0.409091,22.77,62.11,1016.9,0.032,
94.822,-0.281818,22.77,62.11,1016.9,0.032,
94.873,-0.054545,22.77,62.05,1016.91,0.032,
94.923,0.05,22.77,62.05,1016.91,0.032,
94.976,0.3772727,22.77,62.07,1016.91,0.032,
95.026,0.5272727,22.77,62.07,1016.91,0.032,
95.077,0.5090909,22.76,62.03,1016.91,0.032,
95.127,0.4,22.76,62.03,1016.91,0.032,
95.183,0.6318182,22.76,62.06,1016.9,0.032,
95.229,-0.018182,22.76,62.06,1016.9,0.032,
95.281,-0.163636,22.77,62.03,1016.92,0.032,
95.331,-0.445455,22.77,62.03,1016.92,0.032,
95.382,-0.359091,22.77,62.1,1016.91,0.032,
95.433,-0.313636,22.77,62.01,1016.89,0.032,
95.484,-0.213636,22.77,62.01,1016.89,0.032,
95.536,0.0227273,22.77,62.06,1016.9,0.032,
95.586,0.2181818,22.77,62.06,1016.9,0.032,
95.637,0.1318182,22.76,62.08,1016.9,0.032,
95.688,0.1636363,22.76,62.08,1016.9,0.032,
95.742,0.3363636,22.77,62.1,1016.9,0.032,
95.791,0.1954545,22.77,62.1,1016.9,0.032,
95.841,-0.063636,22.77,62.05,1016.91,0.032,
95.892,-0.3,22.77,62.05,1016.91,0.032,
95.943,-0.131818,22.77,61.98,1016.92,0.032,
95.993,0.0318182,22.77,61.98,1016.92,0.032,
96.045,0.2272727,22.77,62.04,1016.9,0.032,
96.096,0.1318182,22.77,62.04,1016.9,0.032,
96.147,0.2590909,22.77,62.11,1016.9,0.032,
96.198,0.3636364,22.77,62.11,1016.9,0.032,
96.266,-0.331818,22.77,62.07,1016.9,0.032,
96.303,0.1863636,22.77,62.07,1016.9,0.032,
96.351,-0.154545,22.78,61.98,1016.91,0.032,
96.402,-0.031818,22.78,61.98,1016.91,0.032,
96.452,-0.136364,22.77,62.04,1016.91,0.032,
96.503,0.0045455,22.77,62.04,1016.92,0.032,
96.555,-0.022727,22.77,62.1,1016.92,0.032,
96.607,0.0636364,22.77,62.09,1016.89,0.029,
96.657,0.3636364,22.77,62.09,1016.89,0.029,
96.707,-0.059091,22.78,62.03,1016.92,0.029,
96.761,-0.072727,22.78,62.03,1016.92,0.029,
96.809,-0.195455,22.78,62,1016.92,0.029,
96.86,-0.272727,22.78,62,1016.92,0.029,
96.911,-0.140909,22.77,62.04,1016.91,0.029,
96.962,-0.222727,22.77,62.04,1016.91,0.029,
97.013,-0.190909,22.77,61.98,1016.91,0.029,
97.064,-0.122727,22.77,61.98,1016.91,0.029,
97.115,-0.081818,22.77,62.03,1016.92,0.029,
97.166,-0.122727,22.77,62.03,1016.92,0.029,
97.217,-0.072727,22.77,62.05,1016.9,0.029,
97.268,-0.168182,22.77,62.05,1016.9,0.029,
97.324,-0.068182,22.77,62.04,1016.89,0.029,
97.37,-0.031818,22.77,62.04,1016.89,0.029,
97.422,0.0909091,22.78,61.98,1016.9,0.029,
97.472,0.1681818,22.78,61.98,1016.9,0.029,
97.522,0.1227273,22.78,61.96,1016.91,0.029,
97.573,0.3818182,22.78,61.96,1016.92,0.029,
97.625,0.2136364,22.78,61.98,1016.92,0.029,
97.676,-0.095455,22.78,62.02,1016.89,0.029,
97.726,0.1636363,22.78,62.02,1016.89,0.029,
97.777,-0.290909,22.77,61.99,1016.92,0.029,
97.831,0.0590909,22.77,61.99,1016.92,0.029,
97.88,-0.272727,22.78,61.98,1016.91,0.029,
97.93,0.2545454,22.78,61.98,1016.91,0.029,
97.981,0.4636364,22.78,62.03,1016.9,0.029,
98.032,0.6181818,22.78,62.03,1016.9,0.029,
98.083,0.5181818,22.78,61.96,1016.91,0.029,
98.135,0.1954545,22.78,61.96,1016.91,0.029,
98.185,-0.113636,22.78,62.05,1016.91,0.029,
98.237,-0.540909,22.78,62.05,1016.91,0.029,
98.287,-0.477273,22.78,61.96,1016.91,0.029,
98.338,-0.586364,22.78,61.96,1016.89,0.029,
98.405,-0.118182,22.77,62.01,1016.89,0.029,
98.443,-0.509091,22.77,62.01,1016.89,0.029,
98.491,0.1545454,22.77,61.98,1016.89,0.029,
98.542,0.1818182,22.77,61.98,1016.89,0.029,
98.593,0.4454545,22.78,62,1016.92,0.029,
98.644,0.0181818,22.78,62,1016.92,0.029,
98.695,0.2363636,22.78,62.02,1016.89,0.029,
98.746,0.1,22.78,61.98,1016.92,0.029,
98.797,-0.009091,22.78,61.98,1016.92,0.029,
98.848,-0.045455,22.77,61.92,1016.89,0.029,
98.903,-0.077273,22.77,61.92,1016.89,0.029,
98.949,0,22.78,61.99,1016.9,0.029,
99,-0.427273,22.78,61.99,1016.9,0.029,
99.052,-0.25,22.78,62,1016.9,0.029,
99.102,-0.372727,22.78,62,1016.9,0.029,
99.152,-0.177273,22.78,61.94,1016.93,0.029,
99.204,0.0045455,22.78,61.94,1016.93,0.029,
99.255,0.2045454,22.78,61.97,1016.92,0.029,
99.306,0.4863636,22.78,61.97,1016.92,0.029,
99.357,0.5636363,22.78,62.01,1016.94,0.029,
99.407,0.3136364,22.78,62.01,1016.94,0.029,
99.464,0.4909091,22.78,61.94,1016.92,0.029,
99.51,0.2409091,22.78,61.94,1016.92,0.029,
99.561,-0.140909,22.78,61.97,1016.91,0.029,
99.611,-0.331818,22.78,61.97,1016.91,0.029,
99.662,-0.5,22.78,61.96,1016.91,0.029,
99.714,-0.286364,22.78,61.96,1016.91,0.029,
99.765,-0.413636,22.78,61.92,1016.91,0.029,
99.815,-0.418182,22.78,61.92,1016.91,0.029,
99.867,0.0409091,22.78,61.92,1016.91,0.026,
99.917,0.05,22.78,61.92,1016.91,0.026,
99.972,-0.272727,22.78,61.92,1016.91,0.026,
100.019,0.0409091,22.78,61.91,1016.91,0.026,
100.07,0.2363636,22.78,61.91,1016.91,0.026,
100.121,0.6136364,22.79,61.91,1016.93,0.026,
100.172,0.3045455,22.79,61.91,1016.93,0.026,
100.224,0.45,22.78,61.96,1016.92,0.026,
100.274,-0.054545,22.78,61.96,1016.92,0.026,
100.325,-0.068182,22.78,61.89,1016.91,0.026,
100.376,-0.118182,22.78,61.89,1016.91,0.026,
100.427,-0.363636,22.78,61.94,1016.91,0.026,
100.477,-0.25,22.78,61.94,1016.91,0.026,
100.534,-0.172727,22.78,61.96,1016.91,0.026,
100.58,0.2545454,22.78,61.96,1016.91,0.026,
100.631,0.0045455,22.78,61.97,1016.9,0.026,
100.682,0.3,22.78,61.97,1016.9,0.029,
100.732,0.1181818,22.79,61.91,1016.9,0.029,
100.784,0.1909091,22.79,61.91,1016.9,0.029,
100.835,0.1409091,22.79,62.01,1016.92,0.029,
100.886,-0.077273,22.79,61.96,1016.9,0.029,
100.936,0.0454545,22.78,61.96,1016.9,0.029,
100.987,-0.1,22.78,61.96,1016.9,0.029,
101.042,0,22.78,61.96,1016.9,0.029,
101.09,-0.468182,22.78,61.96,1016.93,0.029,
101.14,-0.509091,22.78,61.96,1016.93,0.029,
101.191,-0.340909,22.78,62.02,1016.92,0.029,
101.242,-0.418182,22.78,62.02,1016.92,0.029,
101.294,-0.045455,22.78,61.97,1016.92,0.029,
101.344,-0.077273,22.78,61.97,1016.92,0.029,
101.395,0.3818182,22.78,61.96,1016.91,0.029,
101.446,0.2318182,22.78,61.96,1016.91,0.029,
101.498,0.4636364,22.78,61.96,1016.9,0.029,
101.548,0.45,22.78,61.96,1016.9,0.029,
101.598,0.0318182,22.78,61.99,1016.9,0.029,
101.65,0.45,22.78,61.99,1016.9,0.029,
101.701,0.1181818,22.78,61.91,1016.91,0.029,
101.752,-0.081818,22.78,61.91,1016.91,0.029,
101.803,-0.004545,22.78,62.01,1016.91,0.029,
101.854,-0.327273,22.78,62.01,1016.91,0.029,
101.905,-0.345455,22.78,62.05,1016.93,0.029,
101.956,-0.504545,22.78,62.05,1016.91,0.029,
102.006,-0.340909,22.79,62.04,1016.91,0.029,
102.057,-0.295455,22.78,62.03,1016.92,0.029,
102.114,-0.613636,22.78,62.03,1016.92,0.029,
102.159,-0.263636,22.78,62.01,1016.92,0.029,
102.21,0.1590909,22.78,62.01,1016.92,0.029,
102.261,0.3772727,22.78,62.08,1016.9,0.029,
102.313,0.4772727,22.78,62.08,1016.9,0.029,
102.364,0.4863636,22.78,62.12,1016.91,0.029,
102.414,0.5863636,22.78,62.12,1016.91,0.029,
102.477,-0.345455,22.78,62.01,1016.91,0.029,
102.516,0.3909091,22.78,62.01,1016.91,0.029,
102.567,0.2,22.78,62.09,1016.92,0.029,
102.632,-0.136364,22.78,62.09,1016.92,0.029,
102.669,-0.013636,22.78,62.02,1016.9,0.029,
102.72,-0.286364,22.78,62.02,1016.9,0.029,
102.771,-0.095455,22.79,62.08,1016.93,0.029,
102.822,-0.55,22.79,62.08,1016.93,0.029,
102.873,-0.372727,22.79,62.09,1016.92,0.029,
102.924,-0.663636,22.79,62.09,1016.92,0.029,
102.975,-0.668182,22.79,62.1,1016.92,0.029,
103.026,-0.468182,22.79,62.1,1016.91,0.029,
103.077,-0.236364,22.79,62.04,1016.91,0.029,
103.129,0.2045454,22.79,62.08,1016.91,0.029,
103.184,-0.272727,22.79,62.08,1016.91,0.029,
103.23,0.4954545,22.79,62.04,1016.91,0.029,
103.281,0.3454545,22.79,62.04,1016.91,0.029,
103.331,0.2954545,22.78,62.1,1016.9,0.029,
103.383,0.1681818,22.78,62.1,1016.9,0.029,
103.434,0.0181818,22.79,62.1,1016.93,0.029,
103.485,-0.190909,22.79,62.1,1016.93,0.029,
103.535,-0.236364,22.79,62.08,1016.93,0.029,
103.586,-0.209091,22.79,62.08,1016.93,0.029,
103.638,-0.422727,22.79,62.11,1016.91,0.029,
103.692,-0.195455,22.79,62.11,1016.91,0.029,
103.739,-0.531818,22.79,62.15,1016.89,0.029,
103.79,-0.218182,22.79,62.15,1016.89,0.029,
103.841,-0.086364,22.79,62.06,1016.92,0.029,
103.892,0.0590909,22.79,62.06,1016.92,0.029,
103.944,0.3045455,22.79,62.13,1016.9,0.034,
103.994,0.3636364,22.79,62.13,1016.9,0.034,
104.045,0.7272727,22.79,62.15,1016.94,0.034,
104.096,0.5,22.79,62.15,1016.91,0.034,
104.147,0.4681818,22.79,62.17,1016.91,0.034,
104.198,0.15,22.79,62.13,1016.94,0.034,
104.254,0.4454545,22.79,62.13,1016.94,0.034,
104.3,-0.013636,22.79,62.18,1016.91,0.034,
104.351,-0.277273,22.79,62.18,1016.91,0.034,
104.401,-0.336364,22.79,62.15,1016.93,0.034,
104.453,-0.204545,22.79,62.15,1016.93,0.034,
104.504,-0.177273,22.79,62.1,1016.94,0.034,
104.555,0.2181818,22.79,62.1,1016.94,0.034,
104.606,0.1909091,22.79,62.15,1016.91,0.034,
104.656,0.0727273,22.79,62.15,1016.91,0.034,
104.708,0.1045454,22.79,62.05,1016.92,0.034,
104.763,0.1227273,22.79,62.05,1016.92,0.032,
104.81,0.1181818,22.79,62.19,1016.92,0.032,
104.86,0.1954545,22.79,62.19,1016.92,0.032,
104.911,-0.163636,22.79,62.15,1016.93,0.032,
104.963,-0.259091,22.79,62.15,1016.93,0.032,
105.014,-0.459091,22.79,62.2,1016.92,0.032,
105.064,-0.477273,22.79,62.2,1016.92,0.032,
105.115,-0.277273,22.79,62.18,1016.89,0.032,
105.166,0.0545455,22.79,62.18,1016.89,0.032,
105.218,0.2545454,22.79,62.17,1016.9,0.032,
105.269,0.5772727,22.79,62.17,1016.92,0.032,
105.324,-0.081818,22.79,62.17,1016.92,0.032,
105.37,0.7454545,22.79,62.11,1016.9,0.032,
105.421,0.6272727,22.79,62.11,1016.9,0.032,
105.473,0.4181818,22.79,62.18,1016.9,0.032,
105.523,0.2227273,22.79,62.18,1016.9,0.032,
105.575,-0.136364,22.79,62.11,1016.89,0.032,
105.625,-0.513636,22.79,62.11,1016.89,0.032,
105.676,-0.631818,22.79,62.11,1016.92,0.032,
105.726,-0.240909,22.79,62.11,1016.92,0.032,
105.778,-0.236364,22.79,62.16,1016.91,0.032,
105.832,0.0772727,22.79,62.16,1016.91,0.032,
105.88,0.3909091,22.79,62.19,1016.92,0.032,
105.93,0.4772727,22.79,62.19,1016.92,0.032,
105.981,0.3727273,22.79,62.22,1016.9,0.032,
106.033,0.3363636,22.79,62.22,1016.9,0.032,
106.084,0.2818182,22.79,62.17,1016.92,0.032,
106.134,-0.190909,22.79,62.17,1016.92,0.032,
106.185,-0.145455,22.79,62.2,1016.92,0.032,
106.236,-0.304545,22.79,62.2,1016.92,0.032,
106.288,-0.427273,22.79,62.19,1016.91,0.032,
106.338,-0.295455,22.79,62.22,1016.93,0.032,
106.395,-0.527273,22.79,62.22,1016.93,0.037,
106.44,-0.127273,22.78,62.19,1016.89,0.037,
106.491,-0.186364,22.78,62.19,1016.89,0.037,
106.543,0.2090909,22.79,62.19,1016.93,0.037,
106.593,0.1590909,22.79,62.19,1016.93,0.037,
106.644,0.1318182,22.79,62.25,1016.92,0.037,
106.695,-0.072727,22.79,62.25,1016.92,0.037,
106.746,-0.136364,22.8,62.19,1016.93,0.037,
106.797,-0.204545,22.8,62.19,1016.93,0.037,
106.848,-0.368182,22.8,62.22,1016.92,0.037,
106.912,0.4727273,22.8,62.22,1016.92,0.037,
106.95,-0.340909,22.79,62.26,1016.9,0.037,
107,-0.213636,22.79,62.26,1016.9,0.037,
107.052,0.0681818,22.79,62.24,1016.92,0.037,
107.103,0.2,22.79,62.24,1016.92,0.037,
107.154,0.4636364,22.79,62.17,1016.94,0.037,
107.205,0.4272727,22.79,62.17,1016.94,0.043,
107.255,0.4227273,22.8,62.24,1016.92,0.043,
107.307,0.5045454,22.8,62.24,1016.92,0.043,
107.358,0.1818182,22.79,62.21,1016.9,0.043,
107.413,0.5818181,22.79,62.23,1016.92,0.043,
107.459,-0.118182,22.8,62.23,1016.92,0.043,
107.51,-0.059091,22.8,62.22,1016.92,0.043,
107.561,-0.136364,22.8,62.22,1016.92,0.043,
107.613,-0.081818,22.79,62.24,1016.91,0.043,
107.663,-0.290909,22.79,62.24,1016.91,0.043,
107.714,-0.113636,22.79,62.29,1016.9,0.043,
107.765,0.1227273,22.79,62.29,1016.9,0.043,
107.816,0.15,22.8,62.28,1016.93,0.043,
107.867,0.3227273,22.8,62.28,1016.93,0.043,
107.918,0.8136363,22.8,62.21,1016.94,0.043,
107.972,0.4272727,22.8,62.21,1016.94,0.043,
108.021,0.5545454,22.8,62.25,1016.93,0.048,
108.071,0.6227273,22.8,62.25,1016.93,0.048,
108.122,0.1772727,22.8,62.29,1016.92,0.048,
108.173,-0.009091,22.8,62.29,1016.92,0.048,
108.224,-0.227273,22.79,62.23,1016.93,0.048,
108.275,-0.227273,22.79,62.23,1016.93,0.048,
108.325,-0.513636,22.8,62.29,1016.93,0.048,
108.377,-0.240909,22.8,62.29,1016.93,0.048,
108.428,-0.140909,22.8,62.23,1016.94,0.048,
108.483,-0.286364,22.8,62.23,1016.93,0.048,
108.529,-0.277273,22.8,62.3,1016.93,0.048,
108.593,-0.213636,22.8,62.33,1016.92,0.048,
108.632,0.0045455,22.8,62.33,1016.92,0.048,
108.683,0.0136364,22.8,62.31,1016.93,0.048,
108.734,0.0454545,22.8,62.31,1016.93,0.048,
108.784,0.2363636,22.8,62.24,1016.93,0.048,
108.836,0.2909091,22.8,62.24,1016.93,0.057,
108.887,0.25,22.8,62.23,1016.91,0.057,
108.938,0.1954545,22.8,62.23,1016.91,0.057,
108.989,0.0272727,22.8,62.36,1016.91,0.057,
109.043,0.1772727,22.8,62.36,1016.91,0.057,
